Date,PracticeCode,HB,HSCP,Sex,SexQF,AllAges,AllAgesQF,Ages0to4,Ages0To4QF,Ages5to14,Ages5To14QF,Ages15to24,Ages15To24QF,Ages25to44,Ages25To44QF,Ages45to64,Ages45To64QF,Ages65to74,Ages65To74QF,Ages75to84,Ages75To84QF,Ages85plus,Ages85PlusQF
20241001,26208,S08000019,S37000013,All,d,8106,,343,,923,,796,,2098,,2299,,918,,573,,156,
20241001,30030,S08000020,S37000001,Male,,5198,,150,,462,,480,,2146,,1195,,435,,250,,80,
20241001,30030,S08000020,S37000001,Female,,4742,,152,,439,,693,,1555,,1027,,427,,295,,154,
20241001,30030,S08000020,S37000001,All,d,9940,,302,,901,,1173,,3701,,2222,,862,,545,,234,
20241001,30059,S08000020,S37000001,Male,,4616,,173,,373,,426,,1736,,1183,,431,,212,,82,
20241001,30059,S08000020,S37000001,Female,,4588,,169,,398,,515,,1581,,1066,,435,,254,,170,
20241001,30059,S08000020,S37000001,All,d,9204,,342,,771,,941,,3317,,2249,,866,,466,,252,
20241001,30078,S08000020,S37000001,Male,,10633,,325,,832,,1112,,5016,,2363,,626,,267,,92,
20241001,30078,S08000020,S37000001,Female,,9650,,327,,776,,1514,,4115,,1814,,585,,336,,183,
20241001,30078,S08000020,S37000001,All,d,20283,,652,,1608,,2626,,9131,,4177,,1211,,603,,275,
20241001,30097,S08000020,S37000001,Male,,5388,,246,,499,,463,,2097,,1444,,394,,199,,46,
20241001,30097,S08000020,S37000001,Female,,5045,,203,,488,,474,,1969,,1120,,375,,262,,154,
20241001,30097,S08000020,S37000001,All,d,10433,,449,,987,,937,,4066,,2564,,769,,461,,200,
20241001,30203,S08000020,S37000001,Male,,5839,,220,,696,,596,,1849,,1514,,563,,309,,92,
20241001,30203,S08000020,S37000001,Female,,5934,,225,,625,,610,,1745,,1465,,631,,430,,203,
20241001,30203,S08000020,S37000001,All,d,11773,,445,,1321,,1206,,3594,,2979,,1194,,739,,295,
20241001,30218,S08000020,S37000001,Male,,4623,,150,,445,,452,,1321,,1393,,510,,272,,80,
20241001,30218,S08000020,S37000001,Female,,4510,,170,,401,,488,,1241,,1270,,480,,316,,144,
20241001,30218,S08000020,S37000001,All,d,9133,,320,,846,,940,,2562,,2663,,990,,588,,224,
20241001,30256,S08000020,S37000001,Male,,3011,,277,,411,,294,,1180,,613,,156,,61,,19,
20241001,30256,S08000020,S37000001,Female,,3096,,231,,412,,326,,1283,,578,,172,,66,,28,
20241001,30256,S08000020,S37000001,All,d,6107,,508,,823,,620,,2463,,1191,,328,,127,,47,
20241001,30261,S08000020,S37000001,Male,,3200,,153,,427,,329,,980,,821,,298,,155,,37,
20241001,30261,S08000020,S37000001,Female,,3308,,145,,410,,324,,1054,,768,,313,,225,,69,
20241001,30261,S08000020,S37000001,All,d,6508,,298,,837,,653,,2034,,1589,,611,,380,,106,
20241001,30280,S08000020,S37000001,Male,,4904,,209,,560,,479,,1219,,1387,,533,,407,,110,
20241001,30280,S08000020,S37000001,Female,,5034,,217,,551,,450,,1252,,1345,,560,,513,,146,
20241001,30280,S08000020,S37000001,All,d,9938,,426,,1111,,929,,2471,,2732,,1093,,920,,256,
20241001,30311,S08000020,S37000001,Male,,3597,,158,,431,,373,,1297,,926,,252,,122,,38,
20241001,30311,S08000020,S37000001,Female,,3396,,159,,347,,427,,1167,,835,,251,,125,,85,
20241001,30311,S08000020,S37000001,All,d,6993,,317,,778,,800,,2464,,1761,,503,,247,,123,
20241001,30326,S08000020,S37000001,Male,,4886,,169,,576,,455,,1066,,1442,,649,,395,,134,
20241001,30326,S08000020,S37000001,Female,,5098,,181,,501,,423,,1106,,1487,,652,,505,,243,
20241001,30326,S08000020,S37000001,All,d,9984,,350,,1077,,878,,2172,,2929,,1301,,900,,377,
20241001,30401,S08000020,S37000001,Male,,7111,,413,,916,,672,,2171,,1892,,676,,291,,80,
20241001,30401,S08000020,S37000001,Female,,7383,,370,,845,,686,,2317,,1920,,708,,393,,144,
20241001,30401,S08000020,S37000001,All,d,14494,,783,,1761,,1358,,4488,,3812,,1384,,684,,224,
20241001,30504,S08000020,S37000001,Male,,9350,,367,,921,,967,,3358,,2260,,915,,450,,112,
20241001,30504,S08000020,S37000001,Female,,9044,,337,,944,,938,,3167,,1987,,905,,581,,185,
20241001,30504,S08000020,S37000001,All,d,18394,,704,,1865,,1905,,6525,,4247,,1820,,1031,,297,
20241001,30561,S08000020,S37000001,Male,,,c,,c,,c,,c,,c,,c,,c,,c,,c
20241001,30561,S08000020,S37000001,Female,,,c,,c,,c,,c,,c,,c,,c,,c,,c
20241001,30561,S08000020,S37000001,All,d,170,,,c,,c,,c,,c,,c,,c,,c,,c
20241001,30627,S08000020,S37000001,Male,,4499,,145,,317,,325,,1914,,1162,,386,,210,,40,
20241001,30627,S08000020,S37000001,Female,,3742,,135,,328,,421,,1427,,791,,352,,212,,76,
20241001,30627,S08000020,S37000001,All,d,8241,,280,,645,,746,,3341,,1953,,738,,422,,116,
20241001,30701,S08000020,S37000001,Male,,6081,,194,,586,,573,,2525,,1485,,442,,226,,50,
20241001,30701,S08000020,S37000001,Female,,5672,,190,,569,,620,,2232,,1198,,464,,291,,108,
20241001,30701,S08000020,S37000001,All,d,11753,,384,,1155,,1193,,4757,,2683,,906,,517,,158,
20241001,30909,S08000020,S37000001,Male,,5613,,226,,501,,551,,2090,,1574,,402,,202,,67,
20241001,30909,S08000020,S37000001,Female,,5569,,236,,536,,661,,1988,,1379,,401,,244,,124,
20241001,30909,S08000020,S37000001,All,d,11182,,462,,1037,,1212,,4078,,2953,,803,,446,,191,
20241001,30928,S08000020,S37000001,Male,,12141,,379,,935,,2272,,5404,,2146,,605,,317,,83,
20241001,30928,S08000020,S37000001,Female,,12455,,366,,849,,3542,,4761,,1863,,612,,343,,119,
20241001,30928,S08000020,S37000001,All,d,24596,,745,,1784,,5814,,10165,,4009,,1217,,660,,202,
20241001,30951,S08000020,S37000001,Male,,4039,,139,,300,,356,,1202,,1116,,461,,345,,120,
20241001,30951,S08000020,S37000001,Female,,4136,,117,,298,,352,,1136,,1116,,489,,444,,184,
20241001,30951,S08000020,S37000001,All,d,8175,,256,,598,,708,,2338,,2232,,950,,789,,304,
20241001,31009,S08000020,S37000001,Male,,3604,,231,,465,,440,,969,,1007,,297,,158,,37,
20241001,31009,S08000020,S37000001,Female,,3777,,202,,491,,396,,1099,,1012,,323,,182,,72,
20241001,31009,S08000020,S37000001,All,d,7381,,433,,956,,836,,2068,,2019,,620,,340,,109,
20241001,31141,S08000020,S37000001,Male,,6771,,350,,755,,774,,2392,,1619,,539,,265,,77,
20241001,31141,S08000020,S37000001,Female,,6498,,350,,791,,780,,2129,,1455,,532,,318,,143,
20241001,31141,S08000020,S37000001,All,d,13269,,700,,1546,,1554,,4521,,3074,,1071,,583,,220,
20241001,31206,S08000020,S37000001,Male,,6247,,266,,708,,618,,1595,,1661,,790,,478,,131,
20241001,31206,S08000020,S37000001,Female,,6418,,295,,645,,549,,1623,,1690,,862,,554,,200,
20241001,31206,S08000020,S37000001,All,d,12665,,561,,1353,,1167,,3218,,3351,,1652,,1032,,331,
20241001,31211,S08000020,S37000001,Male,,5053,,221,,653,,510,,1329,,1467,,477,,314,,82,
20241001,31211,S08000020,S37000001,Female,,4915,,216,,533,,459,,1329,,1368,,492,,366,,152,
20241001,31211,S08000020,S37000001,All,d,9968,,437,,1186,,969,,2658,,2835,,969,,680,,234,
20241001,31230,S08000020,S37000001,Male,,4477,,227,,687,,473,,856,,1263,,543,,304,,124,
20241001,31230,S08000020,S37000001,Female,,4604,,209,,627,,416,,1030,,1207,,505,,411,,199,
20241001,31230,S08000020,S37000001,All,d,9081,,436,,1314,,889,,1886,,2470,,1048,,715,,323,
20241001,31244,S08000020,S37000001,Male,,3996,,134,,494,,486,,817,,1247,,466,,275,,77,
20241001,31244,S08000020,S37000001,Female,,4004,,127,,472,,396,,841,,1183,,506,,331,,148,
20241001,31244,S08000020,S37000001,All,d,8000,,261,,966,,882,,1658,,2430,,972,,606,,225,
20241001,31259,S08000020,S37000001,Male,,3144,,172,,332,,302,,974,,837,,307,,175,,45,
20241001,31259,S08000020,S37000001,Female,,3260,,158,,356,,285,,1029,,858,,314,,181,,79,
20241001,31259,S08000020,S37000001,All,d,6404,,330,,688,,587,,2003,,1695,,621,,356,,124,
20241001,31348,S08000020,S37000001,Male,,891,,33,,108,,167,,230,,203,,84,,43,,23,
20241001,31348,S08000020,S37000001,Female,,1245,,28,,115,,357,,273,,260,,95,,56,,61,
20241001,31348,S08000020,S37000001,All,d,2136,,61,,223,,524,,503,,463,,179,,99,,84,
20241001,31437,S08000020,S37000002,Male,,6216,,221,,618,,672,,1482,,1795,,782,,505,,141,
20241001,31437,S08000020,S37000002,Female,,6182,,215,,613,,577,,1349,,1808,,810,,575,,235,
20241001,31437,S08000020,S37000002,All,d,12398,,436,,1231,,1249,,2831,,3603,,1592,,1080,,376,
20241001,31475,S08000020,S37000002,Male,,2343,,70,,266,,244,,490,,667,,327,,221,,58,
20241001,31475,S08000020,S37000002,Female,,2362,,88,,234,,204,,492,,697,,317,,250,,80,
20241001,31475,S08000020,S37000002,All,d,4705,,158,,500,,448,,982,,1364,,644,,471,,138,
20241001,31511,S08000020,S37000002,Male,,4806,,230,,537,,492,,1365,,1282,,487,,327,,86,
20241001,31511,S08000020,S37000002,Female,,4759,,180,,496,,510,,1201,,1300,,531,,364,,177,
20241001,31511,S08000020,S37000002,All,d,9565,,410,,1033,,1002,,2566,,2582,,1018,,691,,263,
20241001,31598,S08000020,S37000002,Male,,4114,,173,,482,,523,,1033,,1125,,408,,288,,82,
20241001,31598,S08000020,S37000002,Female,,4176,,176,,449,,452,,1066,,1098,,471,,353,,111,
20241001,31598,S08000020,S37000002,All,d,8290,,349,,931,,975,,2099,,2223,,879,,641,,193,
20241001,31601,S08000020,S37000002,Male,,1751,,67,,216,,158,,408,,515,,207,,148,,32,
20241001,31601,S08000020,S37000002,Female,,1817,,72,,210,,165,,428,,508,,230,,150,,54,
20241001,31601,S08000020,S37000002,All,d,3568,,139,,426,,323,,836,,1023,,437,,298,,86,
20241001,31615,S08000020,S37000002,Male,,1876,,79,,194,,159,,426,,586,,254,,146,,32,
20241001,31615,S08000020,S37000002,Female,,1841,,56,,188,,160,,402,,561,,255,,162,,57,
20241001,31615,S08000020,S37000002,All,d,3717,,135,,382,,319,,828,,1147,,509,,308,,89,
20241001,31634,S08000020,S37000002,Male,,11689,,554,,1407,,1303,,3368,,3110,,1109,,647,,191,
20241001,31634,S08000020,S37000002,Female,,11695,,529,,1317,,1179,,3235,,3178,,1155,,793,,309,
20241001,31634,S08000020,S37000002,All,d,23384,,1083,,2724,,2482,,6603,,6288,,2264,,1440,,500,
20241001,31672,S08000020,S37000002,Male,,3226,,141,,359,,342,,709,,970,,378,,273,,54,
20241001,31672,S08000020,S37000002,Female,,3204,,125,,383,,288,,707,,914,,402,,291,,94,
20241001,31672,S08000020,S37000002,All,d,6430,,266,,742,,630,,1416,,1884,,780,,564,,148,
20241001,31691,S08000020,S37000002,Male,,4095,,172,,441,,427,,938,,1190,,496,,338,,93,
20241001,31691,S08000020,S37000002,Female,,4251,,204,,441,,394,,941,,1181,,572,,388,,130,
20241001,31691,S08000020,S37000002,All,d,8346,,376,,882,,821,,1879,,2371,,1068,,726,,223,
20241001,31723,S08000020,S37000002,Male,,4363,,188,,453,,466,,958,,1281,,541,,380,,96,
20241001,31723,S08000020,S37000002,Female,,4282,,159,,428,,412,,904,,1249,,543,,422,,165,
20241001,31723,S08000020,S37000002,All,d,8645,,347,,881,,878,,1862,,2530,,1084,,802,,261,
20241001,31812,S08000020,S37000002,Male,,387,,7,,42,,27,,72,,142,,51,,33,,13,
20241001,31812,S08000020,S37000002,Female,,396,,12,,48,,37,,71,,132,,45,,36,,15,
20241001,31812,S08000020,S37000002,All,d,783,,19,,90,,64,,143,,274,,96,,69,,28,
20241001,31899,S08000020,S37000002,Male,,3015,,121,,362,,339,,605,,902,,380,,230,,76,
20241001,31899,S08000020,S37000002,Female,,2892,,106,,339,,270,,588,,884,,391,,223,,91,
20241001,31899,S08000020,S37000002,All,d,5907,,227,,701,,609,,1193,,1786,,771,,453,,167,
20241001,31901,S08000020,S37000002,Male,,7791,,354,,935,,777,,1784,,2218,,960,,606,,157,
20241001,31901,S08000020,S37000002,Female,,7869,,305,,834,,697,,1819,,2232,,1097,,661,,224,
20241001,31901,S08000020,S37000002,All,d,15660,,659,,1769,,1474,,3603,,4450,,2057,,1267,,381,
20241001,31916,S08000020,S37000002,Male,,2899,,149,,387,,291,,677,,834,,339,,189,,33,
20241001,31916,S08000020,S37000002,Female,,2882,,148,,336,,271,,715,,851,,322,,185,,54,
20241001,31916,S08000020,S37000002,All,d,5781,,297,,723,,562,,1392,,1685,,661,,374,,87,
20241001,32001,S08000020,S37000002,Male,,3355,,146,,434,,352,,714,,990,,405,,243,,71,
20241001,32001,S08000020,S37000002,Female,,3266,,131,,416,,273,,719,,970,,388,,259,,110,
20241001,32001,S08000020,S37000002,All,d,6621,,277,,850,,625,,1433,,1960,,793,,502,,181,
20241001,32021,S08000020,S37000002,Male,,12639,,589,,1605,,1316,,3139,,3533,,1349,,868,,240,
20241001,32021,S08000020,S37000002,Female,,12869,,561,,1481,,1301,,3197,,3552,,1413,,970,,394,
20241001,32021,S08000020,S37000002,All,d,25508,,1150,,3086,,2617,,6336,,7085,,2762,,1838,,634,
20241001,32035,S08000020,S37000002,Male,,3236,,147,,355,,359,,772,,914,,403,,233,,53,
20241001,32035,S08000020,S37000002,Female,,3296,,135,,366,,316,,729,,981,,444,,253,,72,
20241001,32035,S08000020,S37000002,All,d,6532,,282,,721,,675,,1501,,1895,,847,,486,,125,
20241001,32092,S08000020,S37000002,Male,,3841,,151,,387,,413,,870,,1082,,533,,304,,101,
20241001,32092,S08000020,S37000002,Female,,3914,,140,,389,,364,,844,,1148,,504,,357,,168,
20241001,32092,S08000020,S37000002,All,d,7755,,291,,776,,777,,1714,,2230,,1037,,661,,269,
20241001,32209,S08000020,S37000002,Male,,7711,,289,,944,,941,,1913,,2148,,877,,479,,120,
20241001,32209,S08000020,S37000002,Female,,7560,,295,,949,,729,,1789,,2216,,905,,514,,163,
20241001,32209,S08000020,S37000002,All,d,15271,,584,,1893,,1670,,3702,,4364,,1782,,993,,283,
20241001,32290,S08000020,S37000002,Male,,3314,,107,,378,,360,,609,,959,,487,,326,,88,
20241001,32290,S08000020,S37000002,Female,,3306,,102,,326,,301,,596,,1014,,481,,326,,160,
20241001,32290,S08000020,S37000002,All,d,6620,,209,,704,,661,,1205,,1973,,968,,652,,248,
20241001,32317,S08000020,S37000002,Male,,924,,27,,52,,87,,201,,260,,155,,107,,35,
20241001,32317,S08000020,S37000002,Female,,951,,26,,62,,69,,163,,290,,159,,127,,55,
20241001,32317,S08000020,S37000002,All,d,1875,,53,,114,,156,,364,,550,,314,,234,,90,
20241001,32355,S08000020,S37000002,Male,,1073,,27,,114,,124,,214,,339,,148,,77,,30,
20241001,32355,S08000020,S37000002,Female,,1084,,50,,118,,91,,241,,338,,129,,80,,37,
20241001,32355,S08000020,S37000002,All,d,2157,,77,,232,,215,,455,,677,,277,,157,,67,
20241001,32393,S08000020,S37000002,Male,,372,,10,,25,,31,,103,,99,,60,,34,,10,
20241001,32393,S08000020,S37000002,Female,,353,,6,,28,,21,,87,,111,,56,,33,,11,
20241001,32393,S08000020,S37000002,All,d,725,,16,,53,,52,,190,,210,,116,,67,,21,
20241001,32406,S08000020,S37000002,Male,,6568,,278,,796,,677,,1425,,1848,,837,,528,,179,
20241001,32406,S08000020,S37000002,Female,,6735,,256,,777,,657,,1422,,1877,,858,,610,,278,
20241001,32406,S08000020,S37000002,All,d,13303,,534,,1573,,1334,,2847,,3725,,1695,,1138,,457,
20241001,32411,S08000020,S37000002,Male,,8026,,394,,1101,,798,,2204,,2245,,766,,419,,99,
20241001,32411,S08000020,S37000002,Female,,8052,,359,,1049,,736,,2266,,2192,,819,,492,,139,
20241001,32411,S08000020,S37000002,All,d,16078,,753,,2150,,1534,,4470,,4437,,1585,,911,,238,
20241001,32425,S08000020,S37000002,Male,,6509,,234,,691,,775,,1491,,1883,,796,,504,,135,
20241001,32425,S08000020,S37000002,Female,,6627,,205,,665,,571,,1469,,2063,,791,,610,,253,
20241001,32425,S08000020,S37000002,All,d,13136,,439,,1356,,1346,,2960,,3946,,1587,,1114,,388,
20241001,32500,S08000020,S37000002,Male,,1206,,39,,128,,125,,349,,353,,147,,44,,21,
20241001,32500,S08000020,S37000002,Female,,1062,,37,,131,,103,,278,,313,,121,,57,,22,
20241001,32500,S08000020,S37000002,All,d,2268,,76,,259,,228,,627,,666,,268,,101,,43,
20241001,32514,S08000020,S37000002,Male,,2871,,104,,319,,297,,619,,893,,386,,209,,44,
20241001,32514,S08000020,S37000002,Female,,2947,,113,,322,,311,,608,,939,,364,,236,,54,
20241001,32514,S08000020,S37000002,All,d,5818,,217,,641,,608,,1227,,1832,,750,,445,,98,
20241001,32529,S08000020,S37000002,Male,,3055,,143,,442,,321,,689,,889,,310,,216,,45,
20241001,32529,S08000020,S37000002,Female,,3090,,153,,423,,262,,738,,869,,336,,233,,76,
20241001,32529,S08000020,S37000002,All,d,6145,,296,,865,,583,,1427,,1758,,646,,449,,121,
20241001,32586,S08000020,S37000019,Male,,4101,,141,,395,,455,,992,,1181,,514,,316,,107,
20241001,32586,S08000020,S37000019,Female,,4167,,141,,395,,412,,863,,1190,,528,,450,,188,
20241001,32586,S08000020,S37000019,All,d,8268,,282,,790,,867,,1855,,2371,,1042,,766,,295,
20241001,32622,S08000020,S37000019,Male,,3550,,183,,375,,317,,820,,974,,509,,304,,68,
20241001,32622,S08000020,S37000019,Female,,3737,,170,,385,,329,,843,,1021,,505,,344,,140,
20241001,32622,S08000020,S37000019,All,d,7287,,353,,760,,646,,1663,,1995,,1014,,648,,208,
20241001,32707,S08000020,S37000019,Male,,6221,,328,,781,,707,,1504,,1751,,661,,382,,107,
20241001,32707,S08000020,S37000019,Female,,6432,,284,,746,,605,,1693,,1759,,699,,459,,187,
20241001,32707,S08000020,S37000019,All,d,12653,,612,,1527,,1312,,3197,,3510,,1360,,841,,294,
20241001,32750,S08000020,S37000019,Male,,2166,,93,,250,,219,,428,,636,,275,,203,,62,
20241001,32750,S08000020,S37000019,Female,,2312,,83,,224,,203,,486,,682,,328,,225,,81,
20241001,32750,S08000020,S37000019,All,d,4478,,176,,474,,422,,914,,1318,,603,,428,,143,
20241001,32764,S08000020,S37000019,Male,,4924,,233,,625,,505,,1051,,1418,,633,,359,,100,
20241001,32764,S08000020,S37000019,Female,,5353,,214,,617,,490,,1265,,1501,,661,,461,,144,
20241001,32764,S08000020,S37000019,All,d,10277,,447,,1242,,995,,2316,,2919,,1294,,820,,244,
20241001,32779,S08000020,S37000019,Male,,11024,,479,,1343,,1416,,2653,,2971,,1223,,716,,223,
20241001,32779,S08000020,S37000019,Female,,11486,,477,,1197,,1243,,2822,,3171,,1304,,904,,368,
20241001,32779,S08000020,S37000019,All,d,22510,,956,,2540,,2659,,5475,,6142,,2527,,1620,,591,
20241001,32801,S08000020,S37000019,Male,,4018,,165,,416,,403,,824,,1186,,599,,328,,97,
20241001,32801,S08000020,S37000019,Female,,4376,,163,,416,,392,,971,,1248,,638,,411,,137,
20241001,32801,S08000020,S37000019,All,d,8394,,328,,832,,795,,1795,,2434,,1237,,739,,234,
20241001,32815,S08000020,S37000019,Male,,4063,,179,,454,,377,,878,,1140,,575,,363,,97,
20241001,32815,S08000020,S37000019,Female,,4337,,189,,425,,361,,969,,1265,,583,,405,,140,
20241001,32815,S08000020,S37000019,All,d,8400,,368,,879,,738,,1847,,2405,,1158,,768,,237,
20241001,32904,S08000020,S37000019,Male,,3660,,159,,385,,380,,806,,1079,,488,,285,,78,
20241001,32904,S08000020,S37000019,Female,,3717,,146,,365,,347,,821,,1056,,467,,340,,175,
20241001,32904,S08000020,S37000019,All,d,7377,,305,,750,,727,,1627,,2135,,955,,625,,253,
20241001,33057,S08000020,S37000019,Male,,1578,,51,,156,,180,,326,,498,,207,,132,,28,
20241001,33057,S08000020,S37000019,Female,,1631,,66,,147,,154,,330,,519,,207,,155,,53,
20241001,33057,S08000020,S37000019,All,d,3209,,117,,303,,334,,656,,1017,,414,,287,,81,
20241001,33061,S08000020,S37000019,Male,,302,,7,,23,,18,,48,,109,,54,,40,,3,
20241001,33061,S08000020,S37000019,Female,,275,,6,,13,,23,,44,,108,,50,,28,,3,
20241001,33061,S08000020,S37000019,All,d,577,,13,,36,,41,,92,,217,,104,,68,,6,
20241001,33081,S08000020,S37000019,Male,,1524,,46,,142,,136,,316,,500,,204,,139,,41,
20241001,33081,S08000020,S37000019,Female,,1474,,43,,106,,133,,291,,474,,194,,153,,80,
20241001,33081,S08000020,S37000019,All,d,2998,,89,,248,,269,,607,,974,,398,,292,,121,
20241001,38012,S08000025,S37000022,Male,,4320,,237,,517,,436,,1101,,1145,,478,,310,,96,
20241001,38012,S08000025,S37000022,Female,,4389,,203,,468,,433,,1158,,1202,,442,,353,,130,
20241001,38012,S08000025,S37000022,All,d,8709,,440,,985,,869,,2259,,2347,,920,,663,,226,
20241001,38027,S08000025,S37000022,Male,,1503,,43,,154,,121,,329,,451,,216,,149,,40,
20241001,38027,S08000025,S37000022,Female,,1551,,42,,112,,125,,327,,472,,251,,162,,60,
20241001,38027,S08000025,S37000022,All,d,3054,,85,,266,,246,,656,,923,,467,,311,,100,
20241001,38051,S08000025,S37000022,Male,,780,,23,,93,,53,,143,,238,,122,,82,,26,
20241001,38051,S08000025,S37000022,Female,,757,,24,,74,,66,,155,,235,,124,,63,,16,
20241001,38051,S08000025,S37000022,All,d,1537,,47,,167,,119,,298,,473,,246,,145,,42,
20241001,38084,S08000025,S37000022,Male,,121,,4,,4,,7,,23,,42,,20,,18,,3,
20241001,38084,S08000025,S37000022,Female,,133,,3,,16,,6,,19,,44,,23,,17,,5,
20241001,38084,S08000025,S37000022,All,d,254,,7,,20,,13,,42,,86,,43,,35,,8,
20241001,38205,S08000025,S37000022,Male,,1976,,93,,185,,175,,490,,559,,253,,173,,48,
20241001,38205,S08000025,S37000022,Female,,1962,,64,,170,,164,,432,,560,,272,,223,,77,
20241001,38205,S08000025,S37000022,All,d,3938,,157,,355,,339,,922,,1119,,525,,396,,125,
20241001,38210,S08000025,S37000022,Male,,1425,,55,,130,,132,,278,,464,,193,,131,,42,
20241001,38210,S08000025,S37000022,Female,,1437,,42,,147,,100,,263,,451,,210,,157,,67,
20241001,38210,S08000025,S37000022,All,d,2862,,97,,277,,232,,541,,915,,403,,288,,109,
20241001,38239,S08000025,S37000022,Male,,1025,,30,,114,,76,,176,,320,,161,,113,,35,
20241001,38239,S08000025,S37000022,Female,,927,,22,,74,,80,,138,,310,,155,,105,,43,
20241001,38239,S08000025,S37000022,All,d,1952,,52,,188,,156,,314,,630,,316,,218,,78,
20241001,39015,S08000026,S37000026,Male,,482,,13,,39,,51,,73,,150,,87,,51,,18,
20241001,39015,S08000026,S37000026,Female,,482,,13,,42,,48,,68,,159,,78,,56,,18,
20241001,39015,S08000026,S37000026,All,d,964,,26,,81,,99,,141,,309,,165,,107,,36,
20241001,39020,S08000026,S37000026,Male,,542,,26,,79,,53,,126,,133,,51,,46,,28,
20241001,39020,S08000026,S37000026,Female,,507,,18,,60,,46,,107,,133,,61,,63,,19,
20241001,39020,S08000026,S37000026,All,d,1049,,44,,139,,99,,233,,266,,112,,109,,47,
20241001,39034,S08000026,S37000026,Male,,397,,21,,63,,28,,89,,97,,54,,39,,6,
20241001,39034,S08000026,S37000026,Female,,419,,24,,62,,30,,118,,90,,57,,30,,8,
20241001,39034,S08000026,S37000026,All,d,816,,45,,125,,58,,207,,187,,111,,69,,14,
20241001,39049,S08000026,S37000026,Male,,1293,,63,,155,,126,,336,,362,,152,,88,,11,
20241001,39049,S08000026,S37000026,Female,,1242,,62,,146,,120,,312,,352,,139,,91,,20,
20241001,39049,S08000026,S37000026,All,d,2535,,125,,301,,246,,648,,714,,291,,179,,31,
20241001,39068,S08000026,S37000026,Male,,963,,45,,130,,107,,203,,262,,114,,84,,18,
20241001,39068,S08000026,S37000026,Female,,948,,22,,135,,89,,213,,273,,108,,84,,24,
20241001,39068,S08000026,S37000026,All,d,1911,,67,,265,,196,,416,,535,,222,,168,,42,
20241001,39072,S08000026,S37000026,Male,,1348,,58,,136,,151,,297,,387,,162,,125,,32,
20241001,39072,S08000026,S37000026,Female,,1338,,46,,157,,133,,274,,411,,169,,109,,39,
20241001,39072,S08000026,S37000026,All,d,2686,,104,,293,,284,,571,,798,,331,,234,,71,
20241001,39087,S08000026,S37000026,Male,,1917,,105,,267,,212,,439,,528,,222,,114,,30,
20241001,39087,S08000026,S37000026,Female,,1865,,86,,240,,180,,483,,495,,220,,114,,47,
20241001,39087,S08000026,S37000026,All,d,3782,,191,,507,,392,,922,,1023,,442,,228,,77,
20241001,39091,S08000026,S37000026,Male,,4403,,164,,452,,478,,1189,,1256,,445,,327,,92,
20241001,39091,S08000026,S37000026,Female,,4163,,164,,415,,374,,1021,,1189,,461,,380,,159,
20241001,39091,S08000026,S37000026,All,d,8566,,328,,867,,852,,2210,,2445,,906,,707,,251,
20241001,39161,S08000026,S37000026,Male,,319,,12,,41,,31,,53,,90,,42,,43,,7,
20241001,39161,S08000026,S37000026,Female,,296,,8,,35,,21,,48,,78,,44,,52,,10,
20241001,39161,S08000026,S37000026,All,d,615,,20,,76,,52,,101,,168,,86,,95,,17,
20241001,40008,S08000031,S37000034,Male,,3044,,111,,282,,324,,1091,,818,,271,,125,,22,
20241001,40008,S08000031,S37000034,Female,,3235,,96,,245,,308,,1244,,792,,310,,176,,64,
20241001,40008,S08000031,S37000034,All,d,6279,,207,,527,,632,,2335,,1610,,581,,301,,86,
20241001,40012,S08000031,S37000034,Male,,4592,,82,,211,,362,,1876,,1657,,232,,144,,28,
20241001,40012,S08000031,S37000034,Female,,3961,,107,,241,,470,,1782,,956,,235,,130,,40,
20241001,40012,S08000031,S37000034,All,d,8553,,189,,452,,832,,3658,,2613,,467,,274,,68,
20241001,40027,S08000031,S37000009,Male,,3809,,167,,569,,478,,843,,1058,,327,,269,,98,
20241001,40027,S08000031,S37000009,Female,,3974,,169,,517,,406,,839,,1121,,439,,336,,147,
20241001,40027,S08000031,S37000009,All,d,7783,,336,,1086,,884,,1682,,2179,,766,,605,,245,
20241001,40031,S08000031,S37000034,Male,,2584,,36,,79,,399,,1349,,539,,103,,64,,15,
20241001,40031,S08000031,S37000034,Female,,2584,,29,,100,,613,,1180,,402,,153,,87,,20,
20241001,40031,S08000031,S37000034,All,d,5168,,65,,179,,1012,,2529,,941,,256,,151,,35,
20241001,40046,S08000031,S37000029,Male,,4205,,201,,455,,538,,1166,,1167,,407,,219,,52,
20241001,40046,S08000031,S37000029,Female,,4378,,166,,460,,500,,1141,,1223,,464,,282,,142,
20241001,40046,S08000031,S37000029,All,d,8583,,367,,915,,1038,,2307,,2390,,871,,501,,194,
20241001,40051,S08000031,S37000034,Male,,4288,,151,,416,,497,,1315,,1148,,462,,223,,76,
20241001,40051,S08000031,S37000034,Female,,4688,,140,,384,,528,,1400,,1199,,545,,346,,146,
20241001,40051,S08000031,S37000034,All,d,8976,,291,,800,,1025,,2715,,2347,,1007,,569,,222,
20241001,40065,S08000031,S37000029,Male,,2775,,108,,275,,281,,716,,838,,346,,165,,46,
20241001,40065,S08000031,S37000029,Female,,2824,,96,,259,,263,,688,,816,,387,,242,,73,
20241001,40065,S08000031,S37000029,All,d,5599,,204,,534,,544,,1404,,1654,,733,,407,,119,
